Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,UV,SF,KQ,
0,2,17,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,17,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,17,28.825771,25.366673,25.366673,45.96521,375.1479,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,17,266.66797,20,163.9572,20,3.40E+38,3.40E+38,4.034583,10.333336,0,143.95721,30.333336,510.16486
4,2,17,63.123466,20,20,28.562307,191.6038,3.40E+38,0,0,0,0,20,90
5,2,17,100.78295,20,45.122498,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.122498,21.276327,261.49127
6,2,17,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,18,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,18,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,18,28.82577,25.366667,25.366667,45.96521,376.0799,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,18,265.7359,20,163.02513,20,3.40E+38,3.40E+38,4.034583,10.333333,0,143.02515,30.333332,510.16483
4,2,18,63.123466,20,20,28.562307,191.44263,3.40E+38,0,0,0,0,20,90
5,2,18,100.94412,20,45.28367,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.283669,21.276327,261.49127
6,2,18,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,19,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,19,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,19,28.825771,25.366673,25.366673,45.96521,377.01202,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,19,264.80383,20,162.09306,20,3.40E+38,3.40E+38,4.034583,10.333336,0,142.09308,30.333336,510.16486
4,2,19,63.123466,20,20,28.562307,191.28146,3.40E+38,0,0,0,0,20,90
5,2,19,101.10529,20,45.44484,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.44484,21.276327,261.49127
6,2,19,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,20,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,20,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,20,28.82577,25.366667,25.366667,45.96521,377.94403,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,20,263.87177,20,161.161,20,3.40E+38,3.40E+38,4.034583,10.333333,0,141.16101,30.333332,510.16483
4,2,20,63.123466,20,20,28.562307,191.1203,3.40E+38,0,0,0,0,20,90
5,2,20,101.266464,20,45.60601,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.60601,21.276327,261.49127
6,2,20,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,21,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,21,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,21,28.825771,25.366673,25.366673,45.96521,378.87616,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,21,262.9397,20,160.22893,20,3.40E+38,3.40E+38,4.034583,10.333336,0,140.22894,30.333336,510.16486
4,2,21,63.123466,20,20,28.562307,190.95912,3.40E+38,0,0,0,0,20,90
5,2,21,101.427635,20,45.76718,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.767181,21.276327,261.49127
6,2,21,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,22,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,22,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,22,28.82577,25.366667,25.366667,45.96521,379.80817,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,22,262.00763,20,159.29686,20,3.40E+38,3.40E+38,4.034583,10.333333,0,139.29688,30.333332,510.16483
4,2,22,63.123466,20,20,28.562307,190.79794,3.40E+38,0,0,0,0,20,90
5,2,22,101.588806,20,45.928352,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,25.928352,21.276327,261.49127
6,2,22,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,23,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,23,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,23,28.825771,25.366673,25.366673,45.96521,380.7403,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,23,261.07556,20,158.36479,20,3.40E+38,3.40E+38,4.034583,10.333336,0,138.3648,30.333336,510.16486
4,2,23,63.123466,20,20,28.562307,190.63678,3.40E+38,0,0,0,0,20,90
5,2,23,101.74998,20,46.089523,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.089523,21.276327,261.49127
6,2,23,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,24,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,24,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,24,28.82577,25.366667,25.366667,45.96521,381.6723,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,24,260.1435,20,157.43272,20,3.40E+38,3.40E+38,4.034583,10.333333,0,137.43274,30.333332,510.16483
4,2,24,63.123466,20,20,28.562307,190.47562,3.40E+38,0,0,0,0,20,90
5,2,24,101.91115,20,46.250694,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.250694,21.276327,261.49127
6,2,24,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,25,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,25,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,25,28.825771,25.366673,25.366673,45.96521,382.60443,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,25,259.21143,20,156.50066,20,3.40E+38,3.40E+38,4.034583,10.333336,0,136.50067,30.333336,510.16486
4,2,25,63.123466,20,20,28.562307,190.31444,3.40E+38,0,0,0,0,20,90
5,2,25,102.07232,20,46.411865,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.411865,21.276327,261.49127
6,2,25,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,26,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,26,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,26,28.82577,25.366667,25.366667,45.96521,383.53644,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,26,258.27936,20,155.56859,20,3.40E+38,3.40E+38,4.034583,10.333333,0,135.5686,30.333332,510.16483
4,2,26,63.123466,20,20,28.562307,190.15326,3.40E+38,0,0,0,0,20,90
5,2,26,102.23349,20,46.573036,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.573036,21.276327,261.49127
6,2,26,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,27,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,27,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,27,28.825771,25.366673,25.366673,45.96521,384.46857,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,27,257.3473,20,154.63652,20,3.40E+38,3.40E+38,4.034583,10.333336,0,134.63654,30.333336,510.16486
4,2,27,63.123466,20,20,28.562307,189.9921,3.40E+38,0,0,0,0,20,90
5,2,27,102.39466,20,46.734207,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.734207,21.276327,261.49127
6,2,27,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,28,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,28,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,28,28.82577,25.366667,25.366667,45.96521,385.40057,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,28,256.41522,20,153.70445,20,3.40E+38,3.40E+38,4.034583,10.333333,0,133.70447,30.333332,510.16483
4,2,28,63.123466,20,20,28.562307,189.83093,3.40E+38,0,0,0,0,20,90
5,2,28,102.55583,20,46.89538,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,26.895378,21.276327,261.49127
6,2,28,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,29,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,29,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,29,28.825771,25.366673,25.366673,45.96521,386.3327,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,29,255.48314,20,152.77238,20,3.40E+38,3.40E+38,4.034583,10.333336,0,132.7724,30.333336,510.16486
4,2,29,63.123466,20,20,28.562307,189.66975,3.40E+38,0,0,0,0,20,90
5,2,29,102.717,20,47.05655,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.05655,21.276327,261.49127
6,2,29,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,30,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,30,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,30,28.82577,25.366667,25.366667,45.96521,387.2647,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,30,254.55104,20,151.84032,20,3.40E+38,3.40E+38,4.034583,10.333333,0,131.8403,30.333332,510.16483
4,2,30,63.123466,20,20,28.562307,189.50858,3.40E+38,0,0,0,0,20,90
5,2,30,102.878174,20,47.21772,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.21772,21.276327,261.49127
6,2,30,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,31,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,31,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,31,28.825771,25.366673,25.366673,45.96521,388.1969,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,31,253.61897,20,150.90822,20,3.40E+38,3.40E+38,4.034583,10.333336,0,130.90823,30.333336,510.16486
4,2,31,63.123466,20,20,28.562307,189.34741,3.40E+38,0,0,0,0,20,90
5,2,31,103.039345,20,47.37889,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.378891,21.276327,261.49127
6,2,31,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,32,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,32,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,32,28.82577,25.366667,25.366667,45.96521,389.1289,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,32,252.68687,20,149.97615,20,3.40E+38,3.40E+38,4.034583,10.333333,0,129.97614,30.333332,510.16483
4,2,32,63.123466,20,20,28.562307,189.18625,3.40E+38,0,0,0,0,20,90
5,2,32,103.200516,20,47.540062,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.540062,21.276327,261.49127
6,2,32,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,33,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,33,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,33,28.825771,25.366673,25.366673,45.96521,390.06104,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,33,251.7548,20,149.04405,20,3.40E+38,3.40E+38,4.034583,10.333336,0,129.04407,30.333336,510.16486
4,2,33,63.123466,20,20,28.562307,189.02507,3.40E+38,0,0,0,0,20,90
5,2,33,103.36169,20,47.701233,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.701233,21.276327,261.49127
6,2,33,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,34,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,34,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,34,28.82577,25.366667,25.366667,45.96521,390.99304,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,34,250.82271,20,148.11198,20,3.40E+38,3.40E+38,4.034583,10.333333,0,128.11197,30.333332,510.16483
4,2,34,63.123466,20,20,28.562307,188.86389,3.40E+38,0,0,0,0,20,90
5,2,34,103.52286,20,47.862404,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,27.862404,21.276327,261.49127
6,2,34,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,35,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,35,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,35,28.825771,25.366673,25.366673,45.96521,391.92523,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,35,249.89064,20,147.17989,20,3.40E+38,3.40E+38,4.034583,10.333336,0,127.17989,30.333336,510.16486
4,2,35,63.123466,20,20,28.562307,188.70273,3.40E+38,0,0,0,0,20,90
5,2,35,103.68403,20,48.023575,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.023575,21.276327,261.49127
6,2,35,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,36,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,36,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,36,28.82577,25.366667,25.366667,45.96521,392.85724,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,36,248.95854,20,146.2478,20,3.40E+38,3.40E+38,4.034583,10.333333,0,126.247795,30.333332,510.16483
4,2,36,63.123466,20,20,28.562307,188.54156,3.40E+38,0,0,0,0,20,90
5,2,36,103.8452,20,48.184746,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.184746,21.276327,261.49127
6,2,36,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,37,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,37,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,37,28.825771,25.366673,25.366673,45.96521,393.78937,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,37,248.02647,20,145.31572,20,3.40E+38,3.40E+38,4.034583,10.333336,0,125.31573,30.333336,510.16486
4,2,37,63.123466,20,20,28.562307,188.38039,3.40E+38,0,0,0,0,20,90
5,2,37,104.00637,20,48.345917,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.345917,21.276327,261.49127
6,2,37,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,38,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,38,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,38,28.82577,25.366667,25.366667,45.96521,394.72137,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,38,247.09438,20,144.38364,20,3.40E+38,3.40E+38,4.034583,10.333333,0,124.38363,30.333332,510.16483
4,2,38,63.123466,20,20,28.562307,188.21921,3.40E+38,0,0,0,0,20,90
5,2,38,104.16754,20,48.507088,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.507088,21.276327,261.49127
6,2,38,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,39,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,39,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,39,28.825771,25.366673,25.366673,45.96521,395.65356,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,39,246.16231,20,143.45155,20,3.40E+38,3.40E+38,4.034583,10.333336,0,123.45156,30.333336,510.16486
4,2,39,63.123466,20,20,28.562307,188.05804,3.40E+38,0,0,0,0,20,90
5,2,39,104.32871,20,48.66826,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.668259,21.276327,261.49127
6,2,39,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,40,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,40,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,40,28.82577,25.366667,25.366667,45.96521,396.58557,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,40,245.23021,20,142.51947,20,3.40E+38,3.40E+38,4.034583,10.333333,0,122.51946,30.333332,510.16483
4,2,40,63.123466,20,20,28.562307,187.89688,3.40E+38,0,0,0,0,20,90
5,2,40,104.48988,20,48.82943,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.82943,21.276327,261.49127
6,2,40,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,41,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,41,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,41,28.825771,25.366673,25.366673,45.96521,397.5177,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,41,244.29814,20,141.58739,20,3.40E+38,3.40E+38,4.034583,10.333336,0,121.587395,30.333336,510.16486
4,2,41,63.123466,20,20,28.562307,187.7357,3.40E+38,0,0,0,0,20,90
5,2,41,104.651054,20,48.9906,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,28.9906,21.276327,261.49127
6,2,41,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,42,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,42,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,42,28.82577,25.366667,25.366667,45.96521,398.4497,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,42,243.36604,20,140.6553,20,3.40E+38,3.40E+38,4.034583,10.333333,0,120.6553,30.333332,510.16483
4,2,42,63.123466,20,20,28.562307,187.57452,3.40E+38,0,0,0,0,20,90
5,2,42,104.812225,20,49.15177,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.151772,21.276327,261.49127
6,2,42,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,43,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,43,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,43,28.825771,25.366673,25.366673,45.96521,399.3819,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,43,242.43398,20,139.72322,20,3.40E+38,3.40E+38,4.034583,10.333336,0,119.72323,30.333336,510.16486
4,2,43,63.123466,20,20,28.562307,187.41336,3.40E+38,0,0,0,0,20,90
5,2,43,104.9734,20,49.312943,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.312943,21.276327,261.49127
6,2,43,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,44,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,44,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,44,28.82577,25.366667,25.366667,45.96521,400.3139,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,44,241.50188,20,138.79114,20,3.40E+38,3.40E+38,4.034583,10.333333,0,118.79113,30.333332,510.16483
4,2,44,63.123466,20,20,28.562307,187.2522,3.40E+38,0,0,0,0,20,90
5,2,44,105.13457,20,49.474113,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.474113,21.276327,261.49127
6,2,44,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,45,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,45,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,45,28.825771,25.366673,25.366673,45.96521,401.24603,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,45,240.56981,20,137.85905,20,3.40E+38,3.40E+38,4.034583,10.333336,0,117.85906,30.333336,510.16486
4,2,45,63.123466,20,20,28.562307,187.09102,3.40E+38,0,0,0,0,20,90
5,2,45,105.29574,20,49.635284,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.635284,21.276327,261.49127
6,2,45,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,46,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,46,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,46,28.82577,25.366667,25.366667,45.96521,402.17804,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,46,239.63771,20,136.92697,20,3.40E+38,3.40E+38,4.034583,10.333333,0,116.92696,30.333332,510.16483
4,2,46,63.123466,20,20,28.562307,186.92984,3.40E+38,0,0,0,0,20,90
5,2,46,105.45691,20,49.796455,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.796455,21.276327,261.49127
6,2,46,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,47,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,47,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,47,28.825771,25.366673,25.366673,45.96521,403.11023,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,47,238.70564,20,135.99489,20,3.40E+38,3.40E+38,4.034583,10.333336,0,115.994896,30.333336,510.16486
4,2,47,63.123466,20,20,28.562307,186.76868,3.40E+38,0,0,0,0,20,90
5,2,47,105.61808,20,49.957626,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,29.957626,21.276327,261.49127
6,2,47,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,48,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,48,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,48,28.82577,25.366667,25.366667,45.96521,404.04224,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,48,237.77354,20,135.0628,20,3.40E+38,3.40E+38,4.034583,10.333333,0,115.0628,30.333332,510.16483
4,2,48,63.123466,20,20,28.562307,186.60751,3.40E+38,0,0,0,0,20,90
5,2,48,105.77925,20,50.118797,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,30.118797,21.276327,261.49127
6,2,48,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,49,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,49,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,49,28.825771,25.366673,25.366673,45.96521,404.97437,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,49,236.84148,20,134.13072,20,3.40E+38,3.40E+38,4.034583,10.333336,0,114.13073,30.333336,510.16486
4,2,49,63.123466,20,20,28.562307,186.44633,3.40E+38,0,0,0,0,20,90
5,2,49,105.94042,20,50.27997,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,30.279968,21.276327,261.49127
6,2,49,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,50,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,50,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,50,28.82577,25.366667,25.366667,45.96521,405.90637,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,50,235.90938,20,133.19864,20,3.40E+38,3.40E+38,4.034583,10.333333,0,113.19863,30.333332,510.16483
4,2,50,63.123466,20,20,28.562307,186.28516,3.40E+38,0,0,0,0,20,90
5,2,50,106.10159,20,50.44114,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,30.44114,21.276327,261.49127
6,2,50,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,51,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,51,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,51,28.825771,25.366673,25.366673,45.96521,406.83856,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,51,234.97731,20,132.26656,20,3.40E+38,3.40E+38,4.034583,10.333336,0,112.26656,30.333336,510.16486
4,2,51,63.123466,20,20,28.562307,186.124,3.40E+38,0,0,0,0,20,90
5,2,51,106.262764,20,50.60231,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,30.60231,21.276327,261.49127
6,2,51,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,52,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,52,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
