Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
0,0,4,63.88294,22.95,22.95,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.95,237.22499,0.0
1,0,4,23.992718,22.608334,22.608334,30.0,3.4028235E38,3.4028235E38,0.0,0.34166667,0.0,1.9073486E-6,22.95,237.22495,0.0
2,0,4,23.864933,20.904167,20.904167,30.0,3.4028235E38,3.4028235E38,0.0,1.7041668,0.0,1.9073486E-6,22.608334,242.17911,0.0
3,0,4,12.0504,20.904167,20.904167,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.904167,266.88953,0.0
4,0,4,21.885412,22.79167,22.79167,22.820833,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,1.9073486E-6,22.79167,239.52077,0.0
5,0,4,32.727272,29.970837,29.970837,40.0,3.4028235E38,3.4028235E38,7.179167,0.0,0.0,0.0,29.970837,135.42284,1.270833
6,0,4,5.624996,29.970837,29.970837,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.970837,325.42285,0.0
7,0,4,26.023157,29.032959,29.032959,40.0,3.4028235E38,3.4028235E38,0.0,0.9378798,0.0,0.0,29.970839,325.42285,0.0
8,0,4,8.132011,29.032959,29.032959,46.531235,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.032959,339.02206,0.0
9,0,4,102.40819,30.586517,30.586517,40.0,3.4028235E38,3.4028235E38,2.5,0.9464414,0.0,0.0,31.532959,483.7381,0.7500005
10,0,4,9.218494,30.586517,30.586517,44.091846,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.586517,316.4955,0.0
11,0,4,41.11241,32.64939,32.64939,40.0,3.4028235E38,3.4028235E38,2.8,0.73712605,0.0,0.0,33.386517,433.80734,1.9375002
12,0,4,9.97213,32.64939,32.64939,43.970463,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.64939,286.5838,0.0
13,0,4,94.27998,25.85158,25.85158,40.0,3.4028235E38,3.4028235E38,2.8583333,9.656145,0.0,0.0,35.507725,400.27194,0.24999976
14,0,4,27.874128,25.85158,25.85158,38.308334,3.4028235E38,3.4028235E38,0.0,0.0,0.0,1.9073486E-6,25.85158,385.15207,0.0
15,0,4,21.07646,27.543247,27.543247,48.9625,3.4028235E38,3.4028235E38,1.6916667,0.0,0.0,1.9073486E-6,27.543247,360.62286,0.5833329
16,0,4,35.186073,28.580748,28.580748,50.0,3.4028235E38,3.4028235E38,1.0375,0.0,0.0,0.0,28.580748,535.57916,2.6250005
17,0,4,13.419893,28.580748,28.580748,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.580748,535.57916,0.0
18,0,4,29.047396,27.07061,27.07061,40.0,3.4028235E38,3.4028235E38,0.0,1.5101373,0.0,1.9073486E-6,28.580748,535.57916,0.0
19,0,4,31.360703,25.868093,25.868093,40.0,3.4028235E38,3.4028235E38,0.0,1.2025168,0.0,0.0,27.07061,367.47614,0.0
20,0,4,28.036661,25.868093,25.868093,37.95,3.4028235E38,3.4028235E38,0.0,0.0,0.0,1.9073486E-6,25.868093,384.91263,0.0
21,0,4,31.273584,27.918093,27.918093,40.0,3.4028235E38,3.4028235E38,2.05,0.0,0.0,0.0,27.918093,355.18762,0.54166675
22,0,4,11.823645,27.918093,27.918093,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,27.918093,355.18762,0.0
23,0,4,29.419348,26.616606,26.616606,40.0,3.4028235E38,3.4028235E38,0.0,1.3014868,0.0,0.0,27.918093,355.1876,0.0
24,0,4,23.707447,26.616608,26.616608,37.325,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.616608,374.05914,0.0
25,0,4,28.753683,29.291609,29.291609,38.670834,3.4028235E38,3.4028235E38,2.675,0.0,0.0,1.9073486E-6,29.291609,335.27167,1.229167
26,0,4,34.88746,30.620775,30.620775,40.0,3.4028235E38,3.4028235E38,1.3291667,0.0,0.0,0.0,30.620775,315.99878,0.22916675
27,0,4,151.20677,30.620775,30.620775,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.620775,315.99878,0.0
28,0,4,32.86521,28.0233,28.0233,40.0,3.4028235E38,3.4028235E38,0.0,2.5974755,0.0,0.0,30.620775,315.99878,0.0
29,0,4,34.232067,28.0233,28.0233,46.1625,486.8972,3.4028235E38,0.0,0.0,0.0,0.0,28.0233,353.66208,0.0
30,0,4,144.32928,20.0,23.85664,20.0,3.4028235E38,3.4028235E38,3.8375,11.089472,0.0,3.8566437,31.089472,499.20264,0.49999952
31,0,4,69.88636,20.0,20.0,28.604166,211.9512,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,4,80.54458,20.0,20.632936,20.0,3.4028235E38,3.4028235E38,1.3958334,1.2692444,0.0,0.6329346,21.269245,261.59595,0.041666627
33,0,4,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,5,63.88294,22.95,22.95,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.95,237.22499,0.0
1,0,5,23.992716,22.608335,22.608335,30.0,3.4028235E38,3.4028235E38,0.0,0.34166667,0.0,0.0,22.950003,237.22499,0.0
2,0,5,23.86493,20.904171,20.904171,30.0,3.4028235E38,3.4028235E38,0.0,1.7041669,0.0,0.0,22.608337,242.17918,0.0
3,0,5,12.0504,20.904171,20.904171,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.904171,266.88956,0.0
4,0,5,21.885408,22.791674,22.791674,22.820833,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,0.0,22.791674,239.52077,0.0
5,0,5,32.727272,29.97084,29.97084,40.0,3.4028235E38,3.4028235E38,7.179167,0.0,0.0,0.0,29.97084,135.42284,1.5249996
6,0,5,5.624996,29.97084,29.97084,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.97084,325.42285,0.0
7,0,5,26.023155,29.03296,29.03296,40.0,3.4028235E38,3.4028235E38,0.0,0.9378799,0.0,0.0,29.97084,325.42285,0.0
8,0,5,8.1320095,29.03296,29.03296,46.531235,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.03296,339.02206,0.0
9,0,5,102.40819,30.58652,30.58652,40.0,3.4028235E38,3.4028235E38,2.5,0.9464415,0.0,0.0,31.53296,483.7381,0.9000006
10,0,5,9.218496,30.58652,30.58652,44.091846,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.58652,316.4955,0.0
11,0,5,41.112408,32.649395,32.649395,40.0,3.4028235E38,3.4028235E38,2.8,0.7371261,0.0,0.0,33.38652,433.80737,2.325
12,0,5,9.97213,32.649395,32.649395,43.970463,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.649395,286.58383,0.0
13,0,5,94.27998,25.851582,25.851582,40.0,3.4028235E38,3.4028235E38,2.8583333,9.656147,0.0,0.0,35.50773,400.27197,0.2999997
14,0,5,27.874125,25.851583,25.851583,38.308334,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.851583,385.1521,0.0
15,0,5,21.076458,27.543253,27.543253,48.9625,3.4028235E38,3.4028235E38,1.6916667,0.0,0.0,0.0,27.543253,360.62292,0.69999945
16,0,5,35.186073,28.580753,28.580753,50.0,3.4028235E38,3.4028235E38,1.0375,0.0,0.0,0.0,28.580753,535.57916,3.1500006
17,0,5,13.419895,28.580753,28.580753,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.580753,535.57916,0.0
