Seg,Period,Step ,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF
4,1,1,34.707928,19.583336,19.583336,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,2,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,2,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,2,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,2,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,2,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,3,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,3,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,3,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,3,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,3,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,4,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,4,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,4,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,4,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,4,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,5,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,5,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,5,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,5,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,5,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,6,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,6,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,6,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,6,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,6,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,7,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,7,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,7,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,7,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,7,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,8,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,8,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,8,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,8,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,8,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,9,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,9,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,9,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,9,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,9,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,10,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,10,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,10,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,10,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,10,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,11,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,11,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,11,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,11,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,11,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,12,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,12,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,12,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,12,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,12,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,13,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,13,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,13,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,13,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,13,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,14,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,14,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,14,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,14,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,14,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,15,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,15,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,15,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,15,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,15,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,16,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,16,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,16,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,16,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,16,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,17,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,17,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,17,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,17,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,17,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,18,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,18,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,18,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,18,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,18,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,19,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,19,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,19,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,19,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,19,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,20,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,20,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,20,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,20,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,20,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,21,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,21,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,21,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,21,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,21,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,22,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,22,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,22,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,22,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,22,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,23,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,23,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,23,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,23,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,23,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,24,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,24,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,24,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,24,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,24,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,25,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,25,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,25,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,25,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,25,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,26,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,26,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,26,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,26,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,26,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,27,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,27,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,27,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,27,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,27,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,28,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,28,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,28,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,28,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,28,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,29,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,29,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,29,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,29,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,29,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,30,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,30,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,30,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,30,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,30,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,31,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,31,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,31,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,31,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,31,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,32,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,32,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,32,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,32,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,32,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,33,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,33,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,33,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,33,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,33,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,34,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,34,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,34,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,34,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,34,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,35,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,35,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,35,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,35,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,35,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,36,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,36,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,36,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,36,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,36,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,37,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,37,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,37,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,37,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,37,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,38,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,38,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,38,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,38,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,38,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,39,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,39,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,39,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,39,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,39,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,40,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,40,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,40,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,40,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,40,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,41,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,41,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,41,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,41,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,41,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,42,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,42,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,42,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,42,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,42,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,43,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,43,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,43,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,43,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,43,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,44,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,44,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,44,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,44,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,44,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,45,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,45,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,45,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,45,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,45,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,46,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,46,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,46,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,46,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,46,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,47,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,47,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,47,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,47,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,47,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,48,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,48,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,48,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,48,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,48,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,49,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,49,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,49,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,49,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,49,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,50,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,50,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,50,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,50,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,50,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,51,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,51,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,51,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,51,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,51,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,52,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,52,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,52,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,52,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,52,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,53,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,53,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,53,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,53,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,53,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,54,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,54,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,54,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,54,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,54,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,55,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,55,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,55,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,55,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,55,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,56,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,56,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,56,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,56,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,56,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,57,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,57,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,57,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,57,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,57,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,58,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,58,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,58,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,58,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,58,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,1,59,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
1,1,59,28.761648,16.666666,16.666666,28.57143,3.40E+38,3.40E+38,0,0,0
2,1,59,28.761648,16.666666,16.666666,25.654472,3.40E+38,3.40E+38,0,0,0
3,1,59,38.196846,19.583332,19.583332,28.571138,3.40E+38,3.40E+38,2.9166667,0,0
4,1,59,34.707928,19.583332,19.583332,3.40E+38,3.40E+38,3.40E+38,0,0,0
0,2,0,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
1,2,0,14.285714,8.333333,8.333333,28.57143,3.40E+38,3.40E+38,0,0,0
2,2,0,14.285714,8.333333,8.333333,25.23761,3.40E+38,3.40E+38,0,0,0
3,2,0,22.094387,11.666666,11.666666,28.570944,3.40E+38,3.40E+38,3.3333333,0,0
